TV,Radio,Newspaper,Online,SocialMedia,Sales
112.36203565420875,32.10158230771439,10.31238688359326,25.340259460824683,141.44772686267973,217.4453070137952
285.21429192297484,4.206998249752441,90.25529066795667,41.78855085479379,30.50780858285227,250.4397305017641
219.59818254342153,8.081435704730689,50.525237244785714,26.551572641512024,115.25767203336264,248.965132431809
179.59754525911097,44.927709426353964,82.64574661077417,13.305380063558342,121.34300927657118,306.2232457144135
46.80559213273096,30.321452982979498,32.00496010306117,18.095380665090122,84.8261342604772,162.2212326749551
46.798356100860794,0.4598525808314824,89.55232284962005,69.11681520490886,147.28884712494457,218.19952090111502
17.42508365045984,5.0735771433016055,38.92016787341631,30.950057760868876,186.87340295380298,182.24070070094763
259.85284373248055,33.17508845540279,1.083765148029836,54.64047915721132,185.11370258135526,325.6680037608052
180.33450352296265,0.25307919231093434,90.53819764192636,75.51259062822854,90.16787428082642,247.87854116179022
212.42177333881364,8.040402570874933,9.128667678613356,103.5592242944048,22.64760916815105,181.3690084518212
6.175348288740734,27.436689468329305,31.93136375904149,5.8968209761648405,196.9682397924669,199.28242633980236
290.9729556485983,34.59475988463466,95.0061967050805,119.91155983635639,167.77961728918683,423.5537880886777
249.7327922401265,32.59806297513003,95.06071469375561,94.18505842363616,24.93253624065337,304.2974301682106
63.701733203482846,11.21346547302799,57.34378881232861,12.263854792330786,184.16837652347448,207.83454193182888
54.54749016213019,35.6089610673768,63.183721216979926,131.03679361601658,173.97927241242564,286.312789725837
55.02135295603014,11.862454374840004,44.84455219783198,138.130860079772,103.76761142521443,209.47421973245943
91.27267288786132,16.269984907963387,29.321077169806454,9.161693978229563,118.25508714898585,174.9860219361403
157.42692948967135,37.32457025590121,32.8664545369916,41.53164722208056,79.80054077402605,235.60732514469257
129.58350559263474,32.48164495236073,67.25184560770384,120.9301919689592,10.952327764406267,225.6755774771309
87.36874205941257,42.4611705247089,75.237452943768,112.23895355754875,67.03944832918019,255.31037499541358
183.55586841671385,32.88064461501717,79.15790437258485,27.6781529034566,160.57068971960229,318.614528214716
41.84815819561255,28.415430166773582,78.96181427945538,31.402398500506546,0.9264046009205718,139.3570728632535
87.64339456056544,4.683738391404624,9.120610304869036,55.5708154187073,66.69983433822884,129.96056273592313
109.90855298810752,18.385790152971676,49.442030470258146,72.6784477786532,79.63373871818867,201.68262895154123
136.82099526511078,13.260118384086272,5.755876001664428,92.7382157295444,107.47912058758457,201.74006591705682
235.55278841790408,12.199482168954178,54.95288823237355,55.33704593546586,183.9711232825521,315.51427095141923
59.90213464750792,48.65052773762228,44.1530501373377,69.38020741997218,69.26919887319225,214.25826517639658
154.27033152408347,19.65488623333802,88.77041827582998,112.12064072006348,69.39064037924554,262.8456853123851
177.72437065861274,44.602327758855665,35.09150125520787,5.502480433589685,147.50024962194968,287.30965042070864
13.935123815999317,31.556931299863145,11.706701642760587,37.86554165160311,90.44358817796143,137.43698306404738
182.26345557043152,39.74056517708242,14.299168205283586,107.00243788268287,44.920964587996394,239.5711889796021
51.15723710618746,25.131854655259605,76.15106317174723,134.2810256530799,90.48790322653868,232.38864166199048
19.515477895583857,28.845194231317954,61.82180633162611,76.75161631734991,28.17140407595997,161.13917312119173
284.66566117599996,24.625884690943195,10.112267612279025,79.81702278979735,35.27739730124466,250.4262663322337
289.6896099223678,9.762149389902225,8.410680611499743,16.07580170096641,99.67355454789595,246.76918158055435
242.51920443493833,36.12260576307526,70.096913145912,67.1118550235182,83.78508990090958,304.19934414898864
91.3841307520112,14.03861812204279,7.276300636419353,79.89258996825347,182.96918021362,224.91719844938302
29.30163420191516,1.215798321572692,82.18600592903562,36.37057554520945,72.47877982332662,146.48837082383847
205.26990795364708,32.27361479535839,70.62422271564962,40.38648464240715,116.11767005560868,296.71894790752106
132.0457481218804,8.855533970352447,8.134878064189976,56.5926244656934,126.45285758390608,198.8367558733496
36.61147045343365,47.02292921764572,8.483771408519193,3.0106796666589553,2.6188913176667272,104.96793344591057
148.55307303338105,47.696428850129365,98.66395785011754,48.31187483747674,132.70747440334213,330.8819220648907
10.316556334565519,45.743219511022424,37.427079575612034,31.717201049481698,35.60719337395029,155.51775019900393
272.79612062363464,18.50793501277222,37.06421470668909,49.124602826687195,192.21406349389102,333.2689995504692
77.63399448000507,0.7728308264433714,81.27995672575025,17.964319772887684,29.73254555062259,129.66995582021752
198.75668530619458,46.415928129386266,94.72485773838586,133.57909211098425,82.92482474540475,355.76308934127184
93.51332282682328,21.409207415865716,98.6001063822871,89.03886803310729,17.06993361572877,211.64591511614495
156.02040635334325,48.33274095218348,75.33781852589416,101.86534787167344,199.37485036918946,371.0025368074895
164.01308380298389,48.18099885446264,37.62595855309158,118.37568579110075,100.43900206624852,296.12895264106015
55.45633665765811,42.650472773368,8.350071669866876,74.76632983935859,119.07700346400875,207.49273862763403
290.8753883293676,14.722444603479284,77.71469159274368,13.038043213113554,13.415295477685497,238.4637872015086
232.53984700833436,19.254886430096263,55.840424973580504,80.56598127278217,149.99209407983557,311.8689398554111
281.8496824692567,42.556833575842845,42.42220092469763,88.02616770313188,41.981118619117154,299.8340666646436
268.44820512829466,15.846100257813884,90.6354385094736,111.8159211276495,179.61085788814276,380.09195526592447
179.36999364332553,8.474637334304624,11.119748230615134,64.7489319344519,41.02792809640143,170.52368177923802
276.562270506935,27.840063122917506,49.262510429085914,19.137045419334562,38.13754413273331,256.2334055482603
26.54775061557585,46.80773870803905,1.1353644767419069,42.56638586980867,7.309933569618976,123.44525545733107
58.79485872574356,34.80148983374865,46.86606419941263,54.46234445979526,94.41338902199985,197.84711004650762
13.56818667316142,28.50305850446825,5.630327568183735,96.88758619974018,112.96822665252328,174.93749285480465
97.5990992289793,4.8588246885384265,11.881791626807193,85.61674570033678,13.141727885670473,115.46683157647179
